id,vertical,sector,macro_theme,problem_title,severity_score,urgency_score,frequency_score,opportunity_score,ai_fit_score,solution_direction
hospitality--checkout_abandonment,Hospitality,travel,conversion,Users in Hospitality abandon checkout when trust or cost changes too late,74,72,81,79,76,"Transparent checkout, pre-verified totals, and trust-state messaging."
hospitality--hidden_fees,Hospitality,travel,payments,Users discover hidden or confusing fees in Hospitality too late,72,71,75,74,70,"Price breakdowns, fee explainers, and cost-delta warnings."
hospitality--official_channel_confusion,Hospitality,travel,trust,Users cannot tell which Hospitality channels are official and safe,84,88,77,83,62,"Official-channel registries, signed notifications, and trust-verification UX."
hospitality--knowledge_fragmentation,Hospitality,travel,support,"Users in Hospitality get contradictory answers across help content, AI, and agents",69,63,73,71,84,"Unified knowledge graph, answer verification, and source-aware support systems."
hospitality--identity_proofing_friction,Hospitality,travel,identity,Legitimate users in Hospitality fail identity proofing while fraudsters still slip through,80,75,67,78,73,"Adaptive proofing, low-friction trust signals, and fallback recovery lanes."
airline--imposter_scam,Airline,travel,fraud,Users cannot tell real Airline outreach from imposter scams,92,83,85,86,60,"Trust verification layer, message provenance, and outbound notice registry."
airline--social_media_scam,Airline,travel,fraud,Users get pulled from social feeds into fake Airline offers,89,84,90,86,55,"Link reputation, seller verification, and ad-to-checkout risk scoring."
airline--deepfake_voice_fraud,Airline,travel,fraud,Users are vulnerable to deepfake or voice-clone fraud in Airline,93,90,72,86,49,"Out-of-band verification, secure callback flows, and synthetic-media detection."
airline--phishing_login_flow,Airline,travel,identity,Users are tricked into phishing flows that mimic official Airline login pages,94,94,79,89,54,"Phishing-resistant authentication, origin validation, and login anomaly detection."
airline--job_opportunity_trap,Airline,travel,fraud,Users chasing Airline opportunities fall into fake jobs or business offers,86,89,77,84,57,"Listing verification, recruiter proofing, and payout-safe workflows."
airline--rental_listing_fraud,Airline,travel,fraud,Users searching Airline listings cannot tell fake inventory from real supply,85,76,71,79,53,"Listing authenticity scoring, owner proof, and anti-escrow fraud protections."
airline--investment_scam,Airline,travel,fraud,Users are lured into fake Airline investment or yield schemes,96,88,66,84,46,"Investment verification rails, high-risk claim detection, and suspicious transfer intervention."
airline--seller_trust_gap,Airline,travel,marketplace,Users do not trust whether a Airline seller or provider is real,82,79,83,82,62,"Seller trust graphs, transaction guarantees, and identity-backed reputation."
airline--fake_reviews,Airline,travel,trust,"Users cannot trust reviews, ratings, or testimonials in Airline",76,72,86,78,67,"Review authenticity, verified outcomes, and anomaly-based reputation scoring."
airline--delivery_confusion,Airline,travel,operations,Users struggle to understand real delivery status in Airline,74,72,85,77,70,"Verified status feeds, exception alerts, and unified tracking UX."
airline--refund_delay,Airline,travel,payments,Users cannot predict when Airline refunds will actually arrive,78,70,81,78,72,"Refund timelines, bank-status translation, and self-serve refund intelligence."
airline--billing_confusion,Airline,travel,payments,"Users do not understand Airline charges, renewals, or fee structure",80,73,84,80,74,"Explainable billing, charge provenance, and proactive anomaly notices."
airline--subscription_cancellation,Airline,travel,payments,Users cannot cancel or downgrade Airline subscriptions cleanly,74,69,80,74,68,"Transparent offboarding, downgrade alternatives, and friction analytics."
airline--account_takeover,Airline,travel,identity,Users lose access to Airline accounts through takeover or session theft,92,90,74,87,65,"Session risk scoring, recovery hardening, and impossible-travel style anomaly controls."
airline--password_reset_pain,Airline,travel,identity,Users hit dead ends in Airline password reset and recovery flows,72,72,82,76,70,"Adaptive recovery routing, identity proofing, and state-aware help flows."
airline--otp_mfa_fatigue,Airline,travel,identity,Users in Airline face OTP and MFA fatigue without feeling truly protected,77,69,72,74,63,"Phishing-resistant auth, prompt abuse detection, and human-readable risk cues."
airline--support_wait_time,Airline,travel,support,Users cannot reach useful human support quickly in Airline,79,71,87,80,75,"Intent-aware routing, better escalation triggers, and queue transparency."
airline--self_service_failure,Airline,travel,support,Users try self-service in Airline but still end up stuck,75,71,88,79,81,"Resolution-focused knowledge design, step validation, and failure-loop analytics."
airline--ai_handoff_gap,Airline,travel,support,Users in Airline get trapped between AI help and human help,78,78,81,81,86,"Conversation memory, escalation contracts, and bot-to-human state transfer."
airline--feedback_void,Airline,travel,support,Users report problems in Airline but feel nothing changes,68,65,76,71,66,Closed-loop feedback orchestration and action-trace dashboards.
airline--privacy_transparency_gap,Airline,travel,privacy,Users do not understand how Airline uses personal data,73,62,78,74,67,"Plain-language data notices, purpose-level controls, and permission history."
airline--onboarding_dropoff,Airline,travel,conversion,Users abandon Airline onboarding before seeing value,71,65,85,76,73,"Risk-adaptive onboarding, progressive profiling, and abandonment analytics."
airline--checkout_abandonment,Airline,travel,conversion,Users in Airline abandon checkout when trust or cost changes too late,76,72,83,80,71,"Transparent checkout, pre-verified totals, and trust-state messaging."
airline--hidden_fees,Airline,travel,payments,Users discover hidden or confusing fees in Airline too late,74,71,77,76,66,"Price breakdowns, fee explainers, and cost-delta warnings."
airline--official_channel_confusion,Airline,travel,trust,Users cannot tell which Airline channels are official and safe,87,88,80,84,58,"Official-channel registries, signed notifications, and trust-verification UX."
airline--knowledge_fragmentation,Airline,travel,support,"Users in Airline get contradictory answers across help content, AI, and agents",72,63,75,72,79,"Unified knowledge graph, answer verification, and source-aware support systems."
airline--identity_proofing_friction,Airline,travel,identity,Legitimate users in Airline fail identity proofing while fraudsters still slip through,83,75,69,79,69,"Adaptive proofing, low-friction trust signals, and fallback recovery lanes."
real_estate--imposter_scam,Real Estate,housing,fraud,Users cannot tell real Real Estate outreach from imposter scams,95,83,88,88,62,"Trust verification layer, message provenance, and outbound notice registry."
real_estate--social_media_scam,Real Estate,housing,fraud,Users get pulled from social feeds into fake Real Estate offers,92,84,93,88,57,"Link reputation, seller verification, and ad-to-checkout risk scoring."
real_estate--deepfake_voice_fraud,Real Estate,housing,fraud,Users are vulnerable to deepfake or voice-clone fraud in Real Estate,96,90,74,88,50,"Out-of-band verification, secure callback flows, and synthetic-media detection."
real_estate--phishing_login_flow,Real Estate,housing,identity,Users are tricked into phishing flows that mimic official Real Estate login pages,97,94,81,90,55,"Phishing-resistant authentication, origin validation, and login anomaly detection."
real_estate--job_opportunity_trap,Real Estate,housing,fraud,Users chasing Real Estate opportunities fall into fake jobs or business offers,89,89,79,85,59,"Listing verification, recruiter proofing, and payout-safe workflows."
real_estate--rental_listing_fraud,Real Estate,housing,fraud,Users searching Real Estate listings cannot tell fake inventory from real supply,88,76,73,80,54,"Listing authenticity scoring, owner proof, and anti-escrow fraud protections."
real_estate--investment_scam,Real Estate,housing,fraud,Users are lured into fake Real Estate investment or yield schemes,99,88,68,86,48,"Investment verification rails, high-risk claim detection, and suspicious transfer intervention."
real_estate--seller_trust_gap,Real Estate,housing,marketplace,Users do not trust whether a Real Estate seller or provider is real,85,79,86,84,64,"Seller trust graphs, transaction guarantees, and identity-backed reputation."
real_estate--fake_reviews,Real Estate,housing,trust,"Users cannot trust reviews, ratings, or testimonials in Real Estate",79,72,89,80,69,"Review authenticity, verified outcomes, and anomaly-based reputation scoring."
real_estate--delivery_confusion,Real Estate,housing,operations,Users struggle to understand real delivery status in Real Estate,77,72,88,79,73,"Verified status feeds, exception alerts, and unified tracking UX."
real_estate--refund_delay,Real Estate,housing,payments,Users cannot predict when Real Estate refunds will actually arrive,81,70,84,80,75,"Refund timelines, bank-status translation, and self-serve refund intelligence."
real_estate--billing_confusion,Real Estate,housing,payments,"Users do not understand Real Estate charges, renewals, or fee structure",83,73,87,82,77,"Explainable billing, charge provenance, and proactive anomaly notices."
real_estate--subscription_cancellation,Real Estate,housing,payments,Users cannot cancel or downgrade Real Estate subscriptions cleanly,76,69,82,75,70,"Transparent offboarding, downgrade alternatives, and friction analytics."
real_estate--account_takeover,Real Estate,housing,identity,Users lose access to Real Estate accounts through takeover or session theft,95,90,76,88,67,"Session risk scoring, recovery hardening, and impossible-travel style anomaly controls."
